userid,itemid,rating,age,gender,occupation,zip,movietitle,releasedate
65,196,5,51,F,educator,48118,Dead Poets Society (1989),01/01/1989
215,423,5,35,M,programmer,63033,E.T. the Extra-Terrestrial (1982),01/01/1982
180,68,5,22,F,administrator,60202,"Crow, The (1994)",01/01/1994
188,218,5,42,M,student,29440,Cape Fear (1991),01/01/1991
189,197,5,32,M,artist,95014,"Graduate, The (1967)",01/01/1967
13,150,5,47,M,educator,29206,Swingers (1996),18/10/1996
256,25,5,35,F,none,39042,"Birdcage, The (1996)",08/03/1996
22,510,5,25,M,writer,40206,"Magnificent Seven, The (1954)",01/01/1954
312,494,5,48,M,other,2110,His Girl Friday (1940),01/01/1940
264,504,5,36,F,writer,90064,Bonnie and Clyde (1967),01/01/1967
239,58,5,39,M,artist,95628,Quiz Show (1994),01/01/1994
312,921,5,48,M,other,2110,Farewell My Concubine (1993),01/01/1993
249,746,5,25,M,student,84103,Real Genius (1985),01/01/1985
79,100,5,39,F,administrator,3755,Fargo (1996),14/02/1997
253,510,5,26,F,librarian,22903,"Magnificent Seven, The (1954)",01/01/1954
214,42,5,26,F,librarian,11231,Clerks (1994),01/01/1994
7,81,5,57,M,administrator,91344,"Hudsucker Proxy, The (1994)",01/01/1994
6,469,5,42,M,executive,98101,Short Cuts (1993),01/01/1993
109,627,5,29,M,other,55423,Robin Hood: Prince of Thieves (1991),01/01/1991
305,50,5,23,M,programmer,94086,Star Wars (1977),01/01/1977
94,58,5,26,M,student,71457,Quiz Show (1994),01/01/1994
151,317,5,38,F,administrator,48103,In the Name of the Father (1993),01/01/1993
49,547,5,23,F,student,76111,"Young Poisoner's Handbook, The (1995)",23/02/1996
303,176,5,19,M,student,14853,Aliens (1986),01/01/1986
276,157,5,21,M,student,95064,Platoon (1986),01/01/1986
7,576,5,57,M,administrator,91344,Cliffhanger (1993),01/01/1993
25,258,5,39,M,engineer,55107,Contact (1997),11/07/1997
18,496,5,35,F,other,37212,It's a Wonderful Life (1946),01/01/1946
59,583,5,49,M,educator,8403,Romeo Is Bleeding (1993),01/01/1993
210,357,5,39,M,engineer,3060,One Flew Over the Cuckoo's Nest (1975),01/01/1975
42,195,5,30,M,administrator,17870,"Terminator, The (1984)",01/01/1984
246,68,5,19,M,student,28734,"Crow, The (1994)",01/01/1994
60,525,5,50,M,healthcare,6472,"Big Sleep, The (1946)",01/01/1946
311,203,5,32,M,technician,73071,Unforgiven (1992),01/01/1992
209,251,5,33,F,educator,85710,Shall We Dance? (1996),11/07/1997
261,340,5,28,M,administrator,85202,Boogie Nights (1997),01/01/1997
9,298,5,29,M,student,1002,Face/Off (1997),27/06/1997
196,655,5,49,M,writer,55105,Stand by Me (1986),01/01/1986
134,313,5,31,M,programmer,80236,Titanic (1997),01/01/1997
247,736,5,28,M,engineer,20770,Shadowlands (1993),01/01/1993
311,83,5,32,M,technician,73071,Much Ado About Nothing (1993),01/01/1993
251,1014,5,28,M,doctor,85032,Romy and Michele's High School Reunion (1997),25/04/1997
59,550,5,49,M,educator,8403,Die Hard: With a Vengeance (1995),01/01/1995
58,100,5,27,M,programmer,52246,Fargo (1996),14/02/1997
286,1316,5,27,M,student,15217,"Horse Whisperer, The (1998)",25/12/1997
160,56,5,27,M,programmer,66215,Pulp Fiction (1994),01/01/1994
59,215,5,49,M,educator,8403,Field of Dreams (1989),01/01/1989
30,435,5,7,M,student,55436,Butch Cassidy and the Sundance Kid (1969),01/01/1969
84,12,5,32,M,executive,55369,"Usual Suspects, The (1995)",14/08/1995
94,168,5,26,M,student,71457,Monty Python and the Holy Grail (1974),01/01/1974
239,529,5,39,M,artist,95628,My Life as a Dog (Mitt liv som hund) (1985),01/01/1985
90,657,5,60,M,educator,78155,"Manchurian Candidate, The (1962)",01/01/1962
261,875,5,28,M,administrator,85202,She's So Lovely (1997),22/08/1997
190,302,5,30,M,administrator,95938,L.A. Confidential (1997),01/01/1997
112,289,5,30,M,salesman,60613,Evita (1996),25/12/1996
301,202,5,24,M,student,55439,Groundhog Day (1993),01/01/1993
294,127,5,34,M,technician,92110,"Godfather, The (1972)",01/01/1972
58,268,5,27,M,programmer,52246,Chasing Amy (1997),01/01/1997
137,300,5,50,M,educator,84408,Air Force One (1997),01/01/1997
164,117,5,47,M,healthcare,80123,"Rock, The (1996)",07/06/1996
286,34,5,27,M,student,15217,"Doom Generation, The (1995)",01/01/1995
151,89,5,38,F,administrator,48103,Blade Runner (1982),01/01/1982
248,475,5,25,M,student,37235,Trainspotting (1996),19/07/1996
203,181,5,25,F,student,32301,Return of the Jedi (1983),14/03/1997
305,189,5,23,M,programmer,94086,"Grand Day Out, A (1992)",01/01/1992
74,272,5,39,M,scientist,T8H1N,Good Will Hunting (1997),01/01/1997
177,56,5,20,M,programmer,19104,Pulp Fiction (1994),01/01/1994
239,187,5,39,M,artist,95628,"Godfather: Part II, The (1974)",01/01/1974
159,127,5,23,F,student,55346,"Godfather, The (1972)",01/01/1972
5,382,5,33,F,other,15213,"Adventures of Priscilla, Queen of the Desert, The (1994)",01/01/1994
319,313,5,38,M,programmer,22030,Titanic (1997),01/01/1997
270,736,5,18,F,student,63119,Shadowlands (1993),01/01/1993
293,496,5,24,M,writer,60804,It's a Wonderful Life (1946),01/01/1946
21,98,5,26,M,writer,30068,"Silence of the Lambs, The (1991)",01/01/1991
303,209,5,19,M,student,14853,This Is Spinal Tap (1984),01/01/1984
314,95,5,20,F,student,8043,Aladdin (1992),01/01/1992
151,387,5,38,F,administrator,48103,"Age of Innocence, The (1993)",01/01/1993
230,378,5,28,F,student,14476,Miracle on 34th Street (1994),01/01/1994
270,370,5,18,F,student,63119,Mary Reilly (1996),23/02/1996
256,716,5,35,F,none,39042,Home for the Holidays (1995),01/01/1995
303,435,5,19,M,student,14853,Butch Cassidy and the Sundance Kid (1969),01/01/1969
62,258,5,27,F,administrator,97214,Contact (1997),11/07/1997
77,195,5,30,M,technician,29379,"Terminator, The (1984)",01/01/1984
99,742,5,20,M,student,63129,Ransom (1996),08/11/1996
94,347,5,26,M,student,71457,Wag the Dog (1997),09/01/1998
313,96,5,41,M,marketing,60035,Terminator 2: Judgment Day (1991),01/01/1991
296,248,5,43,F,administrator,16803,Grosse Pointe Blank (1997),11/04/1997
210,161,5,39,M,engineer,3060,Top Gun (1986),01/01/1986
185,269,5,53,F,librarian,97403,"Full Monty, The (1997)",01/01/1997
216,69,5,22,M,engineer,2215,Forrest Gump (1994),01/01/1994
147,292,5,40,F,librarian,2143,Rosewood (1997),21/02/1997
87,211,5,47,M,administrator,89503,M*A*S*H (1970),01/01/1970
97,89,5,43,M,artist,98006,Blade Runner (1982),01/01/1982
186,470,5,39,F,executive,0,Tombstone (1993),01/01/1993
10,504,5,53,M,lawyer,90703,Bonnie and Clyde (1967),01/01/1967
148,114,5,33,M,engineer,97006,Wallace & Gromit: The Best of Aardman Animation (1996),05/04/1996
94,9,5,26,M,student,71457,Dead Man Walking (1995),01/01/1995
67,64,5,17,M,student,60402,"Shawshank Redemption, The (1994)",01/01/1994
7,581,5,57,M,administrator,91344,Kalifornia (1993),01/01/1993
44,250,5,26,M,technician,46260,"Fifth Element, The (1997)",09/05/1997
11,741,5,39,F,other,30329,"Last Supper, The (1995)",05/04/1996
306,242,5,45,M,other,73132,Kolya (1996),24/01/1997
198,135,5,21,F,student,55414,2001: A Space Odyssey (1968),01/01/1968
232,91,5,45,M,scientist,99709,"Nightmare Before Christmas, The (1993)",01/01/1993
239,10,5,39,M,artist,95628,Richard III (1995),22/01/1996
130,267,5,20,M,none,60115,unknown,
90,662,5,60,M,educator,78155,Somewhere in Time (1980),01/01/1980
148,70,5,33,M,engineer,97006,Four Weddings and a Funeral (1994),01/01/1994
7,528,5,57,M,administrator,91344,"Killing Fields, The (1984)",01/01/1984
158,190,5,50,M,educator,27606,Henry V (1989),01/01/1989
73,357,5,24,M,student,41850,One Flew Over the Cuckoo's Nest (1975),01/01/1975
4,361,5,24,M,technician,43537,Incognito (1997),01/01/1997
64,778,5,32,M,educator,43202,Don Juan DeMarco (1995),01/01/1995
244,89,5,28,M,technician,80525,Blade Runner (1982),01/01/1982
295,704,5,31,M,educator,50325,"House of the Spirits, The (1993)",01/01/1993
269,285,5,31,F,librarian,43201,Secrets & Lies (1996),04/10/1996
160,187,5,27,M,programmer,66215,"Godfather: Part II, The (1974)",01/01/1974
141,274,5,49,M,programmer,36117,Sabrina (1995),01/01/1995
260,990,5,40,F,artist,89801,Anna Karenina (1997),04/04/1997
223,969,5,19,F,student,47906,Winnie the Pooh and the Blustery Day (1968),01/01/1968
99,181,5,20,M,student,63129,Return of the Jedi (1983),14/03/1997
197,515,5,55,M,technician,75094,"Boot, Das (1981)",04/04/1997
295,47,5,31,M,educator,50325,Ed Wood (1994),01/01/1994
311,385,5,32,M,technician,73071,True Lies (1994),01/01/1994
279,491,5,33,M,programmer,85251,"Adventures of Robin Hood, The (1938)",01/01/1938
145,393,5,31,M,entertainment,V3N4P,Mrs. Doubtfire (1993),01/01/1993
269,156,5,31,F,librarian,43201,Reservoir Dogs (1992),01/01/1992
276,180,5,21,M,student,95064,Apocalypse Now (1979),01/01/1979
296,258,5,43,F,administrator,16803,Contact (1997),11/07/1997
125,239,5,30,M,lawyer,22202,Sneakers (1992),01/01/1992
244,652,5,28,M,technician,80525,Rosencrantz and Guildenstern Are Dead (1990),01/01/1990
311,172,5,32,M,technician,73071,"Empire Strikes Back, The (1980)",01/01/1980
7,582,5,57,M,administrator,91344,"Piano, The (1993)",01/01/1993
7,127,5,57,M,administrator,91344,"Godfather, The (1972)",01/01/1972
204,340,5,52,F,librarian,10960,Boogie Nights (1997),01/01/1997
13,493,5,47,M,educator,29206,"Thin Man, The (1934)",01/01/1934
184,100,5,37,M,librarian,76013,Fargo (1996),14/02/1997
1,64,5,24,M,technician,85711,"Shawshank Redemption, The (1994)",01/01/1994
312,641,5,48,M,other,2110,Paths of Glory (1957),01/01/1957
239,478,5,39,M,artist,95628,"Philadelphia Story, The (1940)",01/01/1940
142,181,5,13,M,other,48118,Return of the Jedi (1983),14/03/1997
69,174,5,24,M,engineer,55337,Raiders of the Lost Ark (1981),01/01/1981
121,509,5,54,M,librarian,99603,My Left Foot (1989),01/01/1989
7,196,5,57,M,administrator,91344,Dead Poets Society (1989),01/01/1989
318,257,5,65,M,retired,6518,Men in Black (1997),04/07/1997
256,939,5,35,F,none,39042,Murder in the First (1995),01/01/1995
97,482,5,43,M,artist,98006,Some Like It Hot (1959),01/01/1959
174,160,5,30,F,administrator,52302,Glengarry Glen Ross (1992),01/01/1992
7,44,5,57,M,administrator,91344,Dolores Claiborne (1994),01/01/1994
196,67,5,49,M,writer,55105,Ace Ventura: Pet Detective (1994),01/01/1994
232,175,5,45,M,scientist,99709,Brazil (1985),01/01/1985
320,177,5,19,M,student,24060,"Good, The Bad and The Ugly, The (1966)",01/01/1966
151,969,5,38,F,administrator,48103,Winnie the Pooh and the Blustery Day (1968),01/01/1968
234,705,5,60,M,retired,94702,Singin' in the Rain (1952),01/01/1952
270,466,5,18,F,student,63119,Red Rock West (1992),01/01/1992
305,923,5,23,M,programmer,94086,Raise the Red Lantern (1991),01/01/1991
173,286,5,56,M,other,22306,"English Patient, The (1996)",15/11/1996
213,12,5,33,M,executive,55345,"Usual Suspects, The (1995)",14/08/1995
36,883,5,19,F,student,93117,Telling Lies in America (1997),01/01/1997
131,100,5,59,F,administrator,15237,Fargo (1996),14/02/1997
308,298,5,60,M,retired,95076,Face/Off (1997),27/06/1997
14,709,5,45,M,scientist,55106,Strictly Ballroom (1992),01/01/1992
305,529,5,23,M,programmer,94086,My Life as a Dog (Mitt liv som hund) (1985),01/01/1985
137,546,5,50,M,educator,84408,Broken Arrow (1996),09/02/1996
249,11,5,25,M,student,84103,Seven (Se7en) (1995),01/01/1995
7,559,5,57,M,administrator,91344,Interview with the Vampire (1994),01/01/1994
115,127,5,31,M,engineer,17110,"Godfather, The (1972)",01/01/1972
59,433,5,49,M,educator,8403,Heathers (1989),01/01/1989
217,22,5,22,M,other,11727,Braveheart (1995),16/02/1996
178,73,5,26,M,other,49512,Maverick (1994),01/01/1994
13,848,5,47,M,educator,29206,"Murder, My Sweet (1944)",01/01/1944
314,692,5,20,F,student,8043,"American President, The (1995)",01/01/1995
292,195,5,35,F,programmer,94703,"Terminator, The (1984)",01/01/1984
16,191,5,21,M,entertainment,10309,Amadeus (1984),01/01/1984
301,174,5,24,M,student,55439,Raiders of the Lost Ark (1981),01/01/1981
99,410,5,20,M,student,63129,Kingpin (1996),12/07/1996
270,781,5,18,F,student,63119,French Kiss (1995),01/01/1995
189,1,5,32,M,artist,95014,Toy Story (1995),01/01/1995
131,750,5,59,F,administrator,15237,Amistad (1997),18/12/1997
296,48,5,43,F,administrator,16803,Hoop Dreams (1994),01/01/1994
234,134,5,60,M,retired,94702,Citizen Kane (1941),01/01/1941
53,174,5,26,M,programmer,55414,Raiders of the Lost Ark (1981),01/01/1981
123,135,5,48,F,artist,20008,2001: A Space Odyssey (1968),01/01/1968
236,286,5,44,F,writer,53214,"English Patient, The (1996)",15/11/1996
201,313,5,27,M,writer,E2A4H,Titanic (1997),01/01/1997
174,471,5,30,F,administrator,52302,Courage Under Fire (1996),08/03/1996
90,529,5,60,M,educator,78155,My Life as a Dog (Mitt liv som hund) (1985),01/01/1985
59,12,5,49,M,educator,8403,"Usual Suspects, The (1995)",14/08/1995
310,845,5,37,M,educator,91711,That Thing You Do! (1996),28/09/1996
25,615,5,39,M,engineer,55107,"39 Steps, The (1935)",01/01/1935
272,127,5,33,M,scientist,53706,"Godfather, The (1972)",01/01/1972
104,269,5,27,M,student,55108,"Full Monty, The (1997)",01/01/1997
97,50,5,43,M,artist,98006,Star Wars (1977),01/01/1977
14,530,5,45,M,scientist,55106,"Man Who Would Be King, The (1975)",01/01/1975
28,98,5,32,M,writer,55369,"Silence of the Lambs, The (1991)",01/01/1991
298,8,5,44,M,executive,1581,Babe (1995),01/01/1995
77,238,5,30,M,technician,29379,Raising Arizona (1987),01/01/1987
291,226,5,19,M,student,44106,Die Hard 2 (1990),01/01/1990
113,326,5,47,M,executive,95032,G.I. Jane (1997),01/01/1997
313,191,5,41,M,marketing,60035,Amadeus (1984),01/01/1984
214,151,5,26,F,librarian,11231,Willy Wonka and the Chocolate Factory (1971),01/01/1971
7,28,5,57,M,administrator,91344,Apollo 13 (1995),01/01/1995
287,249,5,21,M,salesman,31211,Austin Powers: International Man of Mystery (1997),02/05/1997
117,50,5,20,M,student,16125,Star Wars (1977),01/01/1977
99,168,5,20,M,student,63129,Monty Python and the Holy Grail (1974),01/01/1974
34,242,5,38,F,administrator,42141,Kolya (1996),24/01/1997
173,323,5,56,M,other,22306,Dante's Peak (1997),07/02/1997
208,88,5,43,M,engineer,1720,Sleepless in Seattle (1993),01/01/1993
295,483,5,31,M,educator,50325,Casablanca (1942),01/01/1942
43,64,5,29,F,librarian,20854,"Shawshank Redemption, The (1994)",01/01/1994
89,197,5,43,F,administrator,68106,"Graduate, The (1967)",01/01/1967
315,305,5,31,M,educator,18301,"Ice Storm, The (1997)",01/01/1997
7,153,5,57,M,administrator,91344,"Fish Called Wanda, A (1988)",01/01/1988
130,366,5,20,M,none,60115,Dangerous Minds (1995),01/01/1995
151,490,5,38,F,administrator,48103,To Catch a Thief (1955),01/01/1955
291,466,5,19,M,student,44106,Red Rock West (1992),01/01/1992
97,115,5,43,M,artist,98006,"Haunted World of Edward D. Wood Jr., The (1995)",26/04/1996
123,192,5,48,F,artist,20008,Raging Bull (1980),01/01/1980
47,340,5,53,M,marketing,7102,Boogie Nights (1997),01/01/1997
222,135,5,29,M,programmer,27502,2001: A Space Odyssey (1968),01/01/1968
287,11,5,21,M,salesman,31211,Seven (Se7en) (1995),01/01/1995
128,736,5,24,F,marketing,20009,Shadowlands (1993),01/01/1993
249,124,5,25,M,student,84103,Lone Star (1996),21/06/1996
145,183,5,31,M,entertainment,V3N4P,Alien (1979),01/01/1979
311,28,5,32,M,technician,73071,Apollo 13 (1995),01/01/1995
48,174,5,45,M,administrator,12550,Raiders of the Lost Ark (1981),01/01/1981
151,429,5,38,F,administrator,48103,"Day the Earth Stood Still, The (1951)",01/01/1951
287,56,5,21,M,salesman,31211,Pulp Fiction (1994),01/01/1994
93,15,5,48,M,executive,23112,Mr. Holland's Opus (1995),29/01/1996
84,528,5,32,M,executive,55369,"Killing Fields, The (1984)",01/01/1984
13,570,5,47,M,educator,29206,Wyatt Earp (1994),01/01/1994
54,268,5,22,M,executive,66315,Chasing Amy (1997),01/01/1997
56,215,5,25,M,librarian,46260,Field of Dreams (1989),01/01/1989
38,465,5,28,F,other,54467,"Jungle Book, The (1994)",01/01/1994
7,420,5,57,M,administrator,91344,Alice in Wonderland (1951),01/01/1951
61,328,5,36,M,engineer,30040,Conspiracy Theory (1997),08/08/1997
303,182,5,19,M,student,14853,GoodFellas (1990),01/01/1990
145,13,5,31,M,entertainment,V3N4P,Mighty Aphrodite (1995),30/10/1995
50,253,5,21,M,writer,52245,"Pillow Book, The (1995)",13/06/1997
7,188,5,57,M,administrator,91344,Full Metal Jacket (1987),01/01/1987
90,631,5,60,M,educator,78155,"Crying Game, The (1992)",01/01/1992
13,685,5,47,M,educator,29206,Executive Decision (1996),09/03/1996
145,50,5,31,M,entertainment,V3N4P,Star Wars (1977),01/01/1977
213,48,5,33,M,executive,55345,Hoop Dreams (1994),01/01/1994
151,162,5,38,F,administrator,48103,On Golden Pond (1981),01/01/1981
187,116,5,26,M,educator,16801,Cold Comfort Farm (1995),23/04/1996
59,287,5,49,M,educator,8403,Marvin's Room (1996),18/12/1996
297,286,5,29,F,educator,98103,"English Patient, The (1996)",15/11/1996
235,419,5,37,M,educator,22973,Mary Poppins (1964),01/01/1964
43,284,5,29,F,librarian,20854,Tin Cup (1996),16/08/1996
286,689,5,27,M,student,15217,"Jackal, The (1997)",01/01/1997
69,12,5,24,M,engineer,55337,"Usual Suspects, The (1995)",14/08/1995
311,366,5,32,M,technician,73071,Dangerous Minds (1995),01/01/1995
114,175,5,27,M,programmer,75013,Brazil (1985),01/01/1985
90,526,5,60,M,educator,78155,Ben-Hur (1959),01/01/1959
151,480,5,38,F,administrator,48103,North by Northwest (1959),01/01/1959
288,127,5,34,M,marketing,23226,"Godfather, The (1972)",01/01/1972
119,213,5,32,M,programmer,67401,"Room with a View, A (1986)",01/01/1986
95,174,5,31,M,administrator,10707,Raiders of the Lost Ark (1981),01/01/1981
44,530,5,26,M,technician,46260,"Man Who Would Be King, The (1975)",01/01/1975
251,144,5,28,M,doctor,85032,Die Hard (1988),01/01/1988
292,276,5,35,F,programmer,94703,Leaving Las Vegas (1995),01/01/1995
311,568,5,32,M,technician,73071,Speed (1994),01/01/1994
288,196,5,34,M,marketing,23226,Dead Poets Society (1989),01/01/1989
271,211,5,51,M,engineer,22932,M*A*S*H (1970),01/01/1970
16,144,5,21,M,entertainment,10309,Die Hard (1988),01/01/1988
90,603,5,60,M,educator,78155,Rear Window (1954),01/01/1954
307,173,5,25,M,student,55454,"Princess Bride, The (1987)",01/01/1987
124,11,5,34,M,student,60615,Seven (Se7en) (1995),01/01/1995
7,133,5,57,M,administrator,91344,Gone with the Wind (1939),01/01/1939
256,692,5,35,F,none,39042,"American President, The (1995)",01/01/1995
307,258,5,25,M,student,55454,Contact (1997),11/07/1997
28,7,5,32,M,writer,55369,Twelve Monkeys (1995),01/01/1995
236,729,5,44,F,writer,53214,Nell (1994),01/01/1994
7,93,5,57,M,administrator,91344,Welcome to the Dollhouse (1995),24/05/1996
154,175,5,25,M,student,53703,Brazil (1985),01/01/1985
94,157,5,26,M,student,71457,Platoon (1986),01/01/1986
286,151,5,27,M,student,15217,Willy Wonka and the Chocolate Factory (1971),01/01/1971
7,174,5,57,M,administrator,91344,Raiders of the Lost Ark (1981),01/01/1981
237,528,5,49,M,administrator,63146,"Killing Fields, The (1984)",01/01/1984
117,405,5,20,M,student,16125,Mission: Impossible (1996),22/05/1996
248,127,5,25,M,student,37235,"Godfather, The (1972)",01/01/1972
221,268,5,19,M,student,20685,Chasing Amy (1997),01/01/1997
301,496,5,24,M,student,55439,It's a Wonderful Life (1946),01/01/1946
79,246,5,39,F,administrator,3755,Chasing Amy (1997),01/01/1997
222,172,5,29,M,programmer,27502,"Empire Strikes Back, The (1980)",01/01/1980
125,173,5,30,M,lawyer,22202,"Princess Bride, The (1987)",01/01/1987
128,143,5,24,F,marketing,20009,"Sound of Music, The (1965)",01/01/1965
